CPU (%),Memory (MB)
0.09,48.01
0.07,48.01
0.07,48.01
0.05,48.01
0.06,48.01
0.08,48.26
0.08,48.01
0.08,48.01
105.19,154.1
100.79,1673.22
100.06,2449.41
96.35,3260.42
100.32,2132.99
96.07,1028.1
16.83,51.57
0.15,52.0
0.1,52.0
0.07,52.0
0.07,52.0
0.04,52.0
0.07,52.0
0.07,52.0
0.06,52.0
