CPU (%),Memory (MB),Time (s)
0.09,50.57,1.6
0.08,50.57,3.624
0.06,50.57,5.646
0.08,50.57,7.657
0.07,50.57,9.676
0.09,50.57,11.687
0.08,50.82,13.705
0.08,50.57,15.72
105.29,117.8,17.72
125.74,294.1,19.734
457.48,1044.48,21.743
493.22,1045.5,23.744
484.86,1045.5,25.755
51.4,108.5,27.763
0.07,107.8,29.769
0.09,107.8,31.777
0.08,107.8,33.79
0.07,108,35.789
0.08,107.8,37.798
0.07,108,39.816
0.06,107.8,41.823
0.08,107.8,43.825
