CPU (%),Memory (MB),Time (s)
0.09,43.44,1.596
0.08,43.19,3.608
0.05,43.19,5.626
0.09,43.19,7.642
0.09,43.19,9.654
0.08,43.19,11.674
0.07,43.19,13.688
0.09,43.19,15.698
59.84,166.6,17.703
76.97,1231.87,19.706
171.94,929.8,21.716
179.49,930.8,23.722
179.12,932.2,25.724
179.43,933.3,27.726
180.74,933.5,29.73
178.6,933.4,31.738
4.5,87,33.744
0.08,87,35.751
0.09,87,37.764
0.07,87,39.761
0.09,87,41.77
0.09,87.25,43.776
0.08,87,45.777
0.08,87,47.785
