CPU (%),Memory (MB),Time (s)
0.07,46.36,1.596
0.05,46.11,3.608
0.06,46.11,5.626
0.07,46.11,7.642
0.06,46.11,9.654
0.08,46.11,11.674
0.06,46.11,13.688
0.06,46.11,15.698
87.8,104.4,17.703
99.91,2273.28,19.706
99.32,3300.35,21.716
45.32,3340.29,23.722
64.13,3393.54,25.724
91.6,1954.82,27.726
89.59,1401.86,29.73
17.09,52.15,31.738
0.05,52.15,33.744
0.08,52.15,35.751
0.04,52.15,37.764
0.11,51.72,39.761
0.07,51.33,41.77
0.07,51.33,43.776
0.06,51.33,45.777
0.08,51.33,47.785
