CPU (%),Memory (MB),Time (s)
0.09,48.01,1.596
0.07,48.01,3.608
0.07,48.01,5.626
0.05,48.01,7.642
0.06,48.01,9.654
0.08,48.26,11.674
0.08,48.01,13.688
0.08,48.01,15.698
105.19,154.1,17.703
100.79,1673.22,19.706
100.06,2449.41,21.716
96.35,3260.42,23.722
100.32,2132.99,25.724
96.07,1028.1,27.726
16.83,51.57,29.73
0.15,52,31.738
0.1,52,33.744
0.07,52,35.751
0.07,52,37.764
0.04,52,39.761
0.07,52,41.77
0.07,52,43.776
0.06,52,45.777
