CPU (%),Memory (MB),Time (s)
0.06,51.35,1.596
0.07,51.35,3.608
0.07,51.35,5.626
0.06,51.35,7.642
0.08,51.35,9.654
0.07,51.35,11.674
0.07,51.6,13.688
0.06,51.35,15.698
113.14,341,17.703
99.96,2219.01,19.706
100.61,3324.93,21.716
67.01,3321.86,23.722
96.29,2140.16,25.724
49.45,992.6,27.726
0.12,64.66,29.73
0.07,64.66,31.738
0.08,64.66,33.744
0.07,64.25,35.751
0.08,64.25,37.764
0.07,64.25,39.761
0.09,64.25,41.77
0.07,64.25,43.776
