CPU (%),Memory (MB),Time (s)
0.07,50.59,2.543
0.11,50.84,4.551
0.08,50.59,6.566
0.08,50.59,8.577
0.09,50.59,10.593
0.06,50.59,12.603
0.08,50.59,14.612
0.08,50.84,16.627
131.53,115.4,18.631
96.58,1305.6,20.639
100.17,2945.02,22.642
100.15,4144.13,24.648
100.01,3352.58,26.657
85.75,1691.65,28.659
0.15,86.61,30.664
0.05,86.61,32.668
0.05,86.61,34.67
0.2,86.86,36.675
0.07,86.61,38.679
0.07,86.86,40.683
0.06,86.86,42.682
0.27,86.61,44.693
