CPU (%),Memory (MB)
0.09,43.44
0.08,43.19
0.05,43.19
0.09,43.19
0.09,43.19
0.08,43.19
0.07,43.19
0.09,43.19
59.84,166.6
76.97,1231.87
171.94,929.8
179.49,930.8
179.12,932.2
179.43,933.3
180.74,933.5
178.6,933.4
4.5,87.0
0.08,87.0
0.09,87.0
0.07,87.0
0.09,87.0
0.09,87.25
0.08,87.0
0.08,87.0
