CPU (%),Memory (MB)
5.41,219.7
5.09,219.7
4.72,219.7
5.1,219.7
3.89,287.2
3.75,287.5
5.3,287.2
5.13,287.2
3.67,287.5
4.11,287.2
3.38,287.2
5.22,287.2
4.98,287.2
4.27,287.2
4.55,287.5
4.22,287.2
