CPU (%),Memory (MB)
5.08,221.5
5.95,221.7
5.38,221.7
4.74,221.5
5.31,221.5
5.89,221.5
6.04,221.7
5.03,221.7
84.67,836.1
297.94,1065.98
296.81,1067.01
298.4,1067.01
294.94,1067.01
4.74,425.3
4.15,425.1
5.77,425.3
5.62,425.5
5.36,425.0
6.09,425.1
4.25,425.0
4.72,425.3
5.69,425.3
