CPU (%),Memory (MB)
0.07,50.59
0.11,50.84
0.08,50.59
0.08,50.59
0.09,50.59
0.06,50.59
0.08,50.59
0.08,50.84
131.53,115.4
96.58,1305.6
100.17,2945.02
100.15,4144.13
100.01,3352.58
85.75,1691.65
0.15,86.61
0.05,86.61
0.05,86.61
0.2,86.86
0.07,86.61
0.07,86.86
0.06,86.86
0.27,86.61
