CPU (%),Memory (MB)
0.09,23.79
0.09,23.79
0.09,23.79
0.11,23.79
0.06,23.79
0.08,23.79
0.1,23.79
0.08,23.79
60.81,189.7
99.17,1613.82
81.69,1672.19
33.46,1654.78
60.21,1721.34
54.74,1721.34
56.72,1730.56
45.96,1735.68
42.22,1739.78
23.39,1161.22
23.36,1368.06
28.52,1559.55
65.54,1743.87
92.91,1409.02
18.25,25.64
0.09,25.64
0.05,25.64
0.07,25.64
0.09,25.64
0.09,25.64
0.08,25.64
0.08,25.64
