CPU (%),Memory (MB)
0.06,51.35
0.07,51.35
0.07,51.35
0.06,51.35
0.08,51.35
0.07,51.35
0.07,51.6
0.06,51.35
113.14,341.0
99.96,2219.01
100.61,3324.93
67.01,3321.86
96.29,2140.16
49.45,992.6
0.12,64.66
0.07,64.66
0.08,64.66
0.07,64.25
0.08,64.25
0.07,64.25
0.09,64.25
0.07,64.25
