CPU (%),Memory (MB)
0.06,57.12
0.06,56.87
0.08,57.12
0.06,56.87
0.08,56.87
0.09,57.12
0.09,56.87
0.09,56.87
77.21,130.4
93.37,508.3
306.29,1004.0
303.47,1005.0
302.57,1006.0
303.28,1006.0
40.45,114.0
0.08,114.2
0.09,114.2
0.08,114.2
0.08,114.0
0.08,114.2
0.08,114.2
0.07,114.0
0.08,114.0
