CPU (%),Memory (MB)
0.08,42.2
0.08,42.2
0.08,42.2
0.07,42.2
0.1,42.45
0.09,42.45
0.09,42.45
0.08,42.2
174.24,122.7
31.42,581.0
99.56,1739.78
100.42,2267.14
100.35,2701.31
100.7,3183.62
100.66,3983.36
100.46,4529.15
98.89,3314.69
100.49,1631.23
54.12,65.48
0.09,65.04
0.08,65.29
0.09,65.04
0.08,65.04
0.08,65.04
0.1,65.04
0.08,65.29
0.08,65.04
