CPU (%),Memory (MB)
0.09,24.9
0.07,24.9
0.07,24.9
0.07,24.9
0.08,24.9
0.06,24.9
0.08,24.9
0.09,24.9
90.46,382.6
98.68,1615.87
77.3,1678.34
19.11,1688.58
44.31,1698.82
52.64,1730.56
49.58,1733.63
52.57,1721.34
52.33,1723.39
33.11,1060.86
29.63,1311.74
29.4,1544.19
76.94,1700.86
65.48,898.8
22.45,26.63
0.05,26.62
0.07,26.62
0.02,26.62
0.08,26.62
0.08,26.62
0.06,26.62
0.07,26.63
0.07,26.63
